"search","socialmedia","termsconditions","age","behavior","interest","commercial","awareness","concern","regulation","comfort","F_internetuse","F_termsconditions","F_age","F_behavior","F_interest","F_commercial","F_awareness","F_concern","F_regulation","F_comfort","F_nationality"
1,1,3,54,2,2,3,2,3,2,2.66666666666667,"heavy_user","don't read","40-54","agree","agree","disagree","agree","disagree","agree","comfortable","BELGIUM"
1,2,3,29,2,2,3,1,1,1,4,"light_user","don't read","25-39","agree","agree","disagree","agree","agree","agree","uncomfortable","BELGIUM"
1,4,1,43,3,2,4,2,2,3,3.33333333333333,"light_user","read","40-54","disagree","agree","disagree","agree","agree","disagree","uncomfortable","BELGIUM"
1,1,2,45,2,2,2,2,3,2,3,"heavy_user","read","40-54","agree","agree","agree","agree","disagree","agree","uncomfortable","BELGIUM"
1,1,1,31,1,1,1,1,1,1,1.33333333333333,"heavy_user","read","25-39","agree","agree","agree","agree","agree","agree","comfortable","BELGIUM"
1,1,1,53,2,1,3,1,1,2,3.33333333333333,"heavy_user","read","40-54","agree","agree","disagree","agree","agree","agree","uncomfortable","BELGIUM"
1,1,3,25,4,3,3,3,2,2,2.66666666666667,"heavy_user","don't read","25-39","disagree","disagree","disagree","disagree","agree","agree","comfortable","BELGIUM"
1,4,1,37,2,3,4,2,1,3,3,"light_user","read","25-39","agree","disagree","disagree","agree","agree","disagree","uncomfortable","BELGIUM"
1,2,1,66,4,1,4,2,1,1,4,"light_user","read","55+","disagree","agree","disagree","agree","agree","agree","uncomfortable","BELGIUM"
1,1,1,70,4,2,3,1,1,1,3,"heavy_user","read","55+","disagree","agree","disagree","agree","agree","agree","uncomfortable","BELGIUM"
3,3,3,66,2,1,4,3,4,2,2,"light_user","don't read","55+","agree","agree","disagree","disagree","disagree","agree","comfortable","BELGIUM"
3,4,2,50,2,3,2,2,3,4,3,"light_user","read","40-54","agree","disagree","agree","agree","disagree","disagree","uncomfortable","BELGIUM"
3,4,3,27,4,3,3,3,4,2,2.33333333333333,"light_user","don't read","25-39","disagree","disagree","disagree","disagree","disagree","agree","comfortable","BELGIUM"
2,2,3,58,2,3,1,2,3,3,2,"light_user","don't read","55+","agree","disagree","agree","agree","disagree","disagree","comfortable","BELGIUM"
4,2,2,35,1,3,2,4,2,3,2.66666666666667,"light_user","read","25-39","agree","disagree","agree","disagree","agree","disagree","comfortable","BELGIUM"
2,2,3,55,2,1,2,1,1,1,1.33333333333333,"light_user","don't read","55+","agree","agree","agree","agree","agree","agree","comfortable","BELGIUM"
2,1,2,37,2,2,2,1,2,2,2,"light_user","read","25-39","agree","agree","agree","agree","agree","agree","comfortable","BELGIUM"
2,1,1,26,1,2,2,2,2,1,2,"light_user","read","25-39","agree","agree","agree","agree","agree","agree","comfortable","BELGIUM"
2,2,1,47,3,1,2,2,2,2,2,"light_user","read","40-54","disagree","agree","agree","agree","agree","agree","comfortable","BELGIUM"
2,1,3,23,2,2,3,2,2,3,2.33333333333333,"light_user","don't read","15-24","agree","agree","disagree","agree","agree","disagree","comfortable","BELGIUM"
1,1,3,27,3,1,2,2,2,2,1.66666666666667,"heavy_user","don't read","25-39","disagree","agree","agree","agree","agree","agree","comfortable","BELGIUM"
1,1,3,63,3,2,3,2,1,2,3.33333333333333,"heavy_user","don't read","55+","disagree","agree","disagree","agree","agree","agree","uncomfortable","BELGIUM"
1,5,3,39,1,1,4,1,1,2,3,"light_user","don't read","25-39","agree","agree","disagree","agree","agree","agree","uncomfortable","BELGIUM"
3,3,1,43,4,1,4,1,1,3,3,"light_user","read","40-54","disagree","agree","disagree","agree","agree","disagree","uncomfortable","BELGIUM"
2,5,2,27,2,2,2,2,4,2,2,"light_user","read","25-39","agree","agree","agree","agree","disagree","agree","comfortable","BELGIUM"
2,2,3,44,3,2,2,1,1,2,2.33333333333333,"light_user","don't read","40-54","disagree","agree","agree","agree","agree","agree","comfortable","BELGIUM"
2,2,3,43,2,1,2,1,1,3,3.33333333333333,"light_user","don't read","40-54","agree","agree","agree","agree","agree","disagree","uncomfortable","BELGIUM"
2,4,1,60,2,2,4,1,1,3,3,"light_user","read","55+","agree","agree","disagree","agree","agree","disagree","uncomfortable","BELGIUM"
1,3,1,53,2,2,4,2,3,2,2.66666666666667,"light_user","read","40-54","agree","agree","disagree","agree","disagree","agree","comfortable","BELGIUM"
1,1,3,29,1,1,1,1,1,1,2,"heavy_user","don't read","25-39","agree","agree","agree","agree","agree","agree","comfortable","BELGIUM"
1,5,1,44,4,2,3,2,1,3,4,"light_user","read","40-54","disagree","agree","disagree","agree","agree","disagree","uncomfortable","BELGIUM"
1,2,3,16,2,1,3,1,2,2,2,"light_user","don't read","15-24","agree","agree","disagree","agree","agree","agree","comfortable","BELGIUM"
2,1,3,57,2,1,2,3,1,1,3.33333333333333,"light_user","don't read","55+","agree","agree","agree","disagree","agree","agree","uncomfortable","BELGIUM"
2,2,3,50,2,2,2,2,3,2,2,"light_user","don't read","40-54","agree","agree","agree","agree","disagree","agree","comfortable","BELGIUM"
1,1,3,40,3,3,3,3,3,2,3,"heavy_user","don't read","40-54","disagree","disagree","disagree","disagree","disagree","agree","uncomfortable","BELGIUM"
1,1,2,47,4,2,3,1,1,3,3,"heavy_user","read","40-54","disagree","agree","disagree","agree","agree","disagree","uncomfortable","BELGIUM"
1,1,3,21,1,2,4,2,1,1,3,"heavy_user","don't read","15-24","agree","agree","disagree","agree","agree","agree","uncomfortable","BELGIUM"
3,4,1,48,4,2,3,2,2,4,3.33333333333333,"light_user","read","40-54","disagree","agree","disagree","agree","agree","disagree","uncomfortable","BELGIUM"
3,3,3,37,1,1,1,1,1,1,1.66666666666667,"light_user","don't read","25-39","agree","agree","agree","agree","agree","agree","comfortable","ITALY"
3,3,3,58,3,3,2,2,2,2,2,"light_user","don't read","55+","disagree","disagree","agree","agree","agree","agree","comfortable","BELGIUM"
1,5,3,53,2,1,3,1,2,1,4,"light_user","don't read","40-54","agree","agree","disagree","agree","agree","agree","uncomfortable","BELGIUM"
1,1,3,49,1,1,2,1,3,3,2.33333333333333,"heavy_user","don't read","40-54","agree","agree","agree","agree","disagree","disagree","comfortable","BELGIUM"
1,1,3,33,2,2,2,1,1,1,2.33333333333333,"heavy_user","don't read","25-39","agree","agree","agree","agree","agree","agree","comfortable","BELGIUM"
1,3,1,66,3,1,4,2,1,1,3.66666666666667,"light_user","read","55+","disagree","agree","disagree","agree","agree","agree","uncomfortable","BELGIUM"
5,1,3,23,4,4,2,1,4,1,1,"light_user","don't read","15-24","disagree","disagree","agree","agree","disagree","agree","comfortable","OTHER COUNTRIES"
1,1,3,59,4,1,4,1,4,4,3,"heavy_user","don't read","55+","disagree","agree","disagree","agree","disagree","disagree","uncomfortable","BELGIUM"
1,1,3,36,1,1,1,1,4,4,1,"heavy_user","don't read","25-39","agree","agree","agree","agree","disagree","disagree","comfortable","BELGIUM"
2,1,1,36,3,1,3,2,1,3,2,"light_user","read","25-39","disagree","agree","disagree","agree","agree","disagree","comfortable","BELGIUM"
2,2,3,25,2,3,4,2,1,1,2.33333333333333,"light_user","don't read","25-39","agree","disagree","disagree","agree","agree","agree","comfortable","BELGIUM"
1,1,3,38,2,2,3,2,2,2,3,"heavy_user","don't read","25-39","agree","agree","disagree","agree","agree","agree","uncomfortable","BELGIUM"
1,5,1,19,3,2,4,1,4,1,2,"light_user","read","15-24","disagree","agree","disagree","agree","disagree","agree","comfortable","BELGIUM"
1,3,3,22,3,3,3,2,2,1,2.66666666666667,"light_user","don't read","15-24","disagree","disagree","disagree","agree","agree","agree","comfortable","BELGIUM"
2,1,3,21,3,3,4,2,2,2,2.66666666666667,"light_user","don't read","15-24","disagree","disagree","disagree","agree","agree","agree","comfortable","FRANCE"
1,1,1,57,4,4,4,1,3,3,3,"heavy_user","read","55+","disagree","disagree","disagree","agree","disagree","disagree","uncomfortable","BELGIUM"
1,1,3,42,3,1,3,2,4,1,2,"heavy_user","don't read","40-54","disagree","agree","disagree","agree","disagree","agree","comfortable","FRANCE"
1,2,1,51,3,2,3,1,2,3,3,"light_user","read","40-54","disagree","agree","disagree","agree","agree","disagree","uncomfortable","BELGIUM"
2,2,1,66,3,1,4,4,3,2,2.66666666666667,"light_user","read","55+","disagree","agree","disagree","disagree","disagree","agree","comfortable","BELGIUM"
1,2,2,67,4,2,2,4,1,1,2,"light_user","read","55+","disagree","agree","agree","disagree","agree","agree","comfortable","NETHERLANDS"
2,1,2,24,3,3,3,1,3,2,3.33333333333333,"light_user","read","15-24","disagree","disagree","disagree","agree","disagree","agree","uncomfortable","BELGIUM"
1,1,2,28,2,2,2,2,4,3,2,"heavy_user","read","25-39","agree","agree","agree","agree","disagree","disagree","comfortable","BELGIUM"
2,2,2,33,3,2,2,2,2,2,3,"light_user","read","25-39","disagree","agree","agree","agree","agree","agree","uncomfortable","OTHER COUNTRIES"
1,2,3,40,2,2,4,1,1,2,3.33333333333333,"light_user","don't read","40-54","agree","agree","disagree","agree","agree","agree","uncomfortable","BELGIUM"
3,5,3,67,2,2,3,2,1,2,3.66666666666667,"light_user","don't read","55+","agree","agree","disagree","agree","agree","agree","uncomfortable","BELGIUM"
4,5,3,68,2,2,4,2,2,4,3.33333333333333,"light_user","don't read","55+","agree","agree","disagree","agree","agree","disagree","uncomfortable","BELGIUM"
2,3,3,61,2,3,3,1,2,3,2.33333333333333,"light_user","don't read","55+","agree","disagree","disagree","agree","agree","disagree","comfortable","BELGIUM"
1,2,2,39,2,2,4,1,1,2,2.66666666666667,"light_user","read","25-39","agree","agree","disagree","agree","agree","agree","comfortable","BELGIUM"
2,3,2,58,2,2,3,2,1,2,3.66666666666667,"light_user","read","55+","agree","agree","disagree","agree","agree","agree","uncomfortable","BELGIUM"
2,4,3,67,2,3,4,3,2,2,2.66666666666667,"light_user","don't read","55+","agree","disagree","disagree","disagree","agree","agree","comfortable","BELGIUM"
2,5,2,37,2,2,4,2,1,1,3.33333333333333,"light_user","read","25-39","agree","agree","disagree","agree","agree","agree","uncomfortable","BELGIUM"
5,3,3,52,4,3,4,2,2,2,2.33333333333333,"light_user","don't read","40-54","disagree","disagree","disagree","agree","agree","agree","comfortable","OTHER COUNTRIES"
1,1,3,38,1,1,3,1,3,3,2,"heavy_user","don't read","25-39","agree","agree","disagree","agree","disagree","disagree","comfortable","FRANCE"
1,2,3,55,2,2,2,2,2,2,4,"light_user","don't read","55+","agree","agree","agree","agree","agree","agree","uncomfortable","BELGIUM"
1,5,3,51,2,2,4,1,3,2,2,"light_user","don't read","40-54","agree","agree","disagree","agree","disagree","agree","comfortable","BELGIUM"
1,1,3,46,3,2,4,2,3,2,2.33333333333333,"heavy_user","don't read","40-54","disagree","agree","disagree","agree","disagree","agree","comfortable","BELGIUM"
1,2,3,45,2,2,4,3,2,2,3,"light_user","don't read","40-54","agree","agree","disagree","disagree","agree","agree","uncomfortable","BELGIUM"
1,1,3,24,3,2,4,1,1,2,3,"heavy_user","don't read","15-24","disagree","agree","disagree","agree","agree","agree","uncomfortable","BELGIUM"
1,1,1,40,3,3,3,2,1,1,3.33333333333333,"heavy_user","read","40-54","disagree","disagree","disagree","agree","agree","agree","uncomfortable","BELGIUM"
1,1,3,52,2,2,3,1,2,2,4,"heavy_user","don't read","40-54","agree","agree","disagree","agree","agree","agree","uncomfortable","BELGIUM"
1,1,3,49,1,1,4,1,2,1,3,"heavy_user","don't read","40-54","agree","agree","disagree","agree","agree","agree","uncomfortable","BELGIUM"
3,3,3,40,4,4,4,3,2,2,1.66666666666667,"light_user","don't read","40-54","disagree","disagree","disagree","disagree","agree","agree","comfortable","BELGIUM"
2,2,3,32,2,2,2,2,1,2,2.33333333333333,"light_user","don't read","25-39","agree","agree","agree","agree","agree","agree","comfortable","BELGIUM"
1,4,2,34,2,1,3,2,2,1,4,"light_user","read","25-39","agree","agree","disagree","agree","agree","agree","uncomfortable","BELGIUM"
2,5,3,65,3,2,4,2,2,2,3,"light_user","don't read","55+","disagree","agree","disagree","agree","agree","agree","uncomfortable","BELGIUM"
1,1,2,43,2,2,1,1,2,2,2.33333333333333,"heavy_user","read","40-54","agree","agree","agree","agree","agree","agree","comfortable","BELGIUM"
2,2,2,51,2,2,2,2,2,2,2,"light_user","read","40-54","agree","agree","agree","agree","agree","agree","comfortable","ITALY"
1,2,2,35,2,2,2,2,2,2,2.33333333333333,"light_user","read","25-39","agree","agree","agree","agree","agree","agree","comfortable","BELGIUM"
2,2,3,33,3,2,2,2,2,2,2.33333333333333,"light_user","don't read","25-39","disagree","agree","agree","agree","agree","agree","comfortable","BELGIUM"
1,1,3,58,2,2,2,2,3,2,2,"heavy_user","don't read","55+","agree","agree","agree","agree","disagree","agree","comfortable","BELGIUM"
1,1,3,29,2,2,2,3,2,1,2.33333333333333,"heavy_user","don't read","25-39","agree","agree","agree","disagree","agree","agree","comfortable","BELGIUM"
2,2,3,34,2,2,2,2,2,2,2,"light_user","don't read","25-39","agree","agree","agree","agree","agree","agree","comfortable","ITALY"
1,5,3,42,2,2,2,2,3,3,2.66666666666667,"light_user","don't read","40-54","agree","agree","agree","agree","disagree","disagree","comfortable","BELGIUM"
1,1,3,64,3,3,2,3,3,2,2.66666666666667,"heavy_user","don't read","55+","disagree","disagree","agree","disagree","disagree","agree","comfortable","BELGIUM"
1,1,1,30,2,1,4,1,1,1,3,"heavy_user","read","25-39","agree","agree","disagree","agree","agree","agree","uncomfortable","BELGIUM"
1,1,3,42,3,3,3,1,1,4,2,"heavy_user","don't read","40-54","disagree","disagree","disagree","agree","agree","disagree","comfortable","BELGIUM"
1,1,3,18,3,3,3,1,1,2,2.33333333333333,"heavy_user","don't read","15-24","disagree","disagree","disagree","agree","agree","agree","comfortable","BELGIUM"
1,1,1,40,2,2,3,2,2,1,3,"heavy_user","read","40-54","agree","agree","disagree","agree","agree","agree","uncomfortable","BELGIUM"
1,1,3,42,1,1,2,1,3,4,1,"heavy_user","don't read","40-54","agree","agree","agree","agree","disagree","disagree","comfortable","BELGIUM"
1,3,2,64,3,1,2,1,1,1,4,"light_user","read","55+","disagree","agree","agree","agree","agree","agree","uncomfortable","BELGIUM"
1,2,3,45,1,1,4,1,4,2,3,"light_user","don't read","40-54","agree","agree","disagree","agree","disagree","agree","uncomfortable","BELGIUM"
1,4,3,66,3,1,3,1,3,1,3,"light_user","don't read","55+","disagree","agree","disagree","agree","disagree","agree","uncomfortable","BELGIUM"
1,1,3,36,2,3,3,1,1,1,3,"heavy_user","don't read","25-39","agree","disagree","disagree","agree","agree","agree","uncomfortable","BELGIUM"
1,1,3,18,2,1,3,1,2,2,2.66666666666667,"heavy_user","don't read","15-24","agree","agree","disagree","agree","agree","agree","comfortable","BELGIUM"
1,1,3,19,3,2,4,1,2,2,2,"heavy_user","don't read","15-24","disagree","agree","disagree","agree","agree","agree","comfortable","BELGIUM"
2,1,2,39,1,2,3,2,3,2,2,"light_user","read","25-39","agree","agree","disagree","agree","disagree","agree","comfortable","BELGIUM"
2,3,2,25,4,3,2,2,3,4,3,"light_user","read","25-39","disagree","disagree","agree","agree","disagree","disagree","uncomfortable","BELGIUM"
2,3,3,38,2,1,4,4,4,2,2,"light_user","don't read","25-39","agree","agree","disagree","disagree","disagree","agree","comfortable","POLAND"
3,4,2,21,3,2,2,4,3,2,2.66666666666667,"light_user","read","15-24","disagree","agree","agree","disagree","disagree","agree","comfortable","BELGIUM"
2,5,2,67,3,3,2,2,4,3,2.33333333333333,"light_user","read","55+","disagree","disagree","agree","agree","disagree","disagree","comfortable","BELGIUM"
1,1,3,69,3,2,3,2,3,1,2,"heavy_user","don't read","55+","disagree","agree","disagree","agree","disagree","agree","comfortable","BELGIUM"
1,1,3,44,2,2,2,1,4,3,1,"heavy_user","don't read","40-54","agree","agree","agree","agree","disagree","disagree","comfortable","BELGIUM"
1,1,3,23,4,2,3,2,2,1,2.66666666666667,"heavy_user","don't read","15-24","disagree","agree","disagree","agree","agree","agree","comfortable","BELGIUM"
1,1,1,41,3,1,1,1,1,1,2,"heavy_user","read","40-54","disagree","agree","agree","agree","agree","agree","comfortable","BELGIUM"
1,1,3,47,2,2,3,1,1,1,2,"heavy_user","don't read","40-54","agree","agree","disagree","agree","agree","agree","comfortable","BELGIUM"
1,1,3,24,1,1,2,1,4,1,1.66666666666667,"heavy_user","don't read","15-24","agree","agree","agree","agree","disagree","agree","comfortable","BELGIUM"
2,5,3,42,2,2,4,1,3,3,2,"light_user","don't read","40-54","agree","agree","disagree","agree","disagree","disagree","comfortable","BELGIUM"
1,1,3,36,3,1,4,1,1,1,3.66666666666667,"heavy_user","don't read","25-39","disagree","agree","disagree","agree","agree","agree","uncomfortable","BELGIUM"
1,1,3,31,1,1,3,1,2,3,2.66666666666667,"heavy_user","don't read","25-39","agree","agree","disagree","agree","agree","disagree","comfortable","BELGIUM"
2,1,3,47,3,2,3,2,2,3,2,"light_user","don't read","40-54","disagree","agree","disagree","agree","agree","disagree","comfortable","BELGIUM"
2,1,3,18,3,2,3,1,2,2,3,"light_user","don't read","15-24","disagree","agree","disagree","agree","agree","agree","uncomfortable","BELGIUM"
3,1,3,29,2,2,3,2,2,2,2,"light_user","don't read","25-39","agree","agree","disagree","agree","agree","agree","comfortable","BELGIUM"
1,1,3,42,3,1,3,1,1,1,2.33333333333333,"heavy_user","don't read","40-54","disagree","agree","disagree","agree","agree","agree","comfortable","BELGIUM"
1,1,2,72,4,1,1,1,1,1,4,"heavy_user","read","55+","disagree","agree","agree","agree","agree","agree","uncomfortable","BELGIUM"
2,5,1,60,2,2,3,2,3,2,2.66666666666667,"light_user","read","55+","agree","agree","disagree","agree","disagree","agree","comfortable","BELGIUM"
1,1,3,56,3,1,4,1,3,3,2,"heavy_user","don't read","55+","disagree","agree","disagree","agree","disagree","disagree","comfortable","BELGIUM"
1,1,3,32,4,2,3,1,4,2,1,"heavy_user","don't read","25-39","disagree","agree","disagree","agree","disagree","agree","comfortable","NETHERLANDS"
1,1,3,46,3,1,4,1,2,1,4,"heavy_user","don't read","40-54","disagree","agree","disagree","agree","agree","agree","uncomfortable","BELGIUM"
1,2,3,32,2,2,2,1,3,3,3,"light_user","don't read","25-39","agree","agree","agree","agree","disagree","disagree","uncomfortable","BELGIUM"
1,5,1,57,2,1,2,1,2,3,2,"light_user","read","55+","agree","agree","agree","agree","agree","disagree","comfortable","BELGIUM"
1,4,2,21,2,2,1,2,1,2,2.66666666666667,"light_user","read","15-24","agree","agree","agree","agree","agree","agree","comfortable","FRANCE"
4,2,3,38,2,4,2,4,2,4,3,"light_user","don't read","25-39","agree","disagree","agree","disagree","agree","disagree","uncomfortable","BELGIUM"
1,1,1,27,1,2,3,1,1,1,3,"heavy_user","read","25-39","agree","agree","disagree","agree","agree","agree","uncomfortable","BELGIUM"
1,1,3,60,2,2,2,2,2,3,2,"heavy_user","don't read","55+","agree","agree","agree","agree","agree","disagree","comfortable","BELGIUM"
1,1,3,50,3,2,3,2,3,2,2,"heavy_user","don't read","40-54","disagree","agree","disagree","agree","disagree","agree","comfortable","BELGIUM"
1,1,2,30,3,3,3,2,2,2,2,"heavy_user","read","25-39","disagree","disagree","disagree","agree","agree","agree","comfortable","SPAIN"
1,1,2,21,3,2,2,2,2,2,2,"heavy_user","read","15-24","disagree","agree","agree","agree","agree","agree","comfortable","BELGIUM"
1,1,3,35,2,3,3,1,1,1,2.33333333333333,"heavy_user","don't read","25-39","agree","disagree","disagree","agree","agree","agree","comfortable","BELGIUM"
3,4,3,70,4,2,3,2,3,3,3,"light_user","don't read","55+","disagree","agree","disagree","agree","disagree","disagree","uncomfortable","BELGIUM"
